board id	file id	design	level	batch position	accuracy	target	lag to typing	lag to description	reaction time	n tokens	n adjectives	n adverbs	n nouns
23	2563.jsonl	show_gripper	easy	17	1	L	2	16	6	21	1	0	7
56	2563.jsonl	show_gripper	easy	18	1	P	1	16	9	21	3	0	8
253	2563.jsonl	show_gripper	medium	19	1	Z	1	21	8	28	2	0	7
138	2563.jsonl	show_gripper	hard	20	1	I	4	99	18	41	3	0	11
66	2564.jsonl	no_feedback	easy	1	1	T	13	32	5	8	1	2	2
81	2564.jsonl	no_feedback	easy	2	1	P	14	32	9	13	3	0	3
275	2564.jsonl	no_feedback	medium	3	1	U	20	52	15	13	3	0	3
164	2564.jsonl	no_feedback	hard	4	1	U	22	55	7	14	2	0	4
95	2564.jsonl	no_feedback	easy	5	1	F	10	64	23	30	4	0	7
0	2564.jsonl	no_feedback	easy	6	1	T	6	11	19	4	1	0	1
299	2564.jsonl	no_feedback	medium	7	1	L	4	16	13	12	3	0	4
150	2564.jsonl	no_feedback	hard	8	1	Z	4	16	4	10	2	0	4
20	2564.jsonl	no_feedback	easy	9	1	X	5	15	10	12	2	0	4
6	2564.jsonl	no_feedback	easy	10	1	F	10	16	3	6	1	1	2
50	2564.jsonl	no_feedback	easy	11	0	V	6	30	16	12	3	0	4
216	2564.jsonl	no_feedback	medium	12	1	Y	3	15	9	7	2	0	3
243	2564.jsonl	no_feedback	medium	13	1	U	6	13	9	7	1	0	4
145	2564.jsonl	no_feedback	hard	14	1	N	5	17	9	7	2	0	3
271	2564.jsonl	no_feedback	medium	15	1	Y	2	12	12	9	2	1	4
240	2564.jsonl	no_feedback	medium	16	1	Z	5	14	12	8	2	0	4
85	2564.jsonl	no_feedback	easy	17	1	T	5	15	8	4	2	0	2
132	2564.jsonl	no_feedback	hard	18	1	I	7	73	22	19	3	0	6
193	2564.jsonl	no_feedback	hard	19	1	T	6	15	4	10	1	2	3
111	2564.jsonl	no_feedback	hard	20	1	Z	43	143	67	26	6	0	5
163	2565.jsonl	feedback	hard	1	1	I	23	64	12	14	2	0	3
147	2565.jsonl	feedback	hard	2	1	N	3	19	12	9	2	0	2
270	2565.jsonl	feedback	medium	3	0	Y	2	4	6	4	2	0	0
41	2565.jsonl	feedback	easy	4	1	I	3	9	6	4	2	0	1
35	2565.jsonl	feedback	easy	5	1	P	10	16	4	6	1	0	1
114	2565.jsonl	feedback	hard	6	1	N	3	48	5	12	2	0	3
225	2565.jsonl	feedback	medium	7	1	V	5	33	8	17	3	0	2
53	2565.jsonl	feedback	easy	8	1	F	3	17	4	6	2	0	2
212	2565.jsonl	feedback	medium	9	1	X	4	23	7	7	2	0	1
14	2565.jsonl	feedback	easy	10	1	W	5	16	6	5	2	0	1
260	2565.jsonl	feedback	medium	11	1	V	2	8	3	5	1	1	0
61	2565.jsonl	feedback	easy	12	1	Y	3	10	4	3	0	0	1
173	2565.jsonl	feedback	hard	13	1	I	2	21	5	10	3	0	2
38	2565.jsonl	feedback	easy	14	1	X	2	7	3	3	1	0	0
120	2565.jsonl	feedback	hard	15	1	Z	2	18	5	4	2	0	1
283	2565.jsonl	feedback	medium	16	1	Z	5	12	3	4	2	0	1
93	2565.jsonl	feedback	easy	17	1	V	7	16	7	12	3	0	3
293	2565.jsonl	feedback	medium	18	1	N	4	29	5	6	2	0	1
189	2565.jsonl	feedback	hard	19	1	F	2	24	13	9	3	0	3
31	2565.jsonl	feedback	easy	20	1	Y	4	26	11	19	3	1	4
139	2567.jsonl	confirm_selection	hard	1	1	V	16	49	12	21	4	0	4
216	2567.jsonl	confirm_selection	medium	2	1	Y	13	28	8	16	4	0	5
63	2567.jsonl	confirm_selection	easy	3	1	L	4	11	11	2	0	0	1
70	2567.jsonl	confirm_selection	easy	4	1	N	14	28	10	14	2	2	4
17	2567.jsonl	confirm_selection	easy	5	1	F	4	21	16	17	3	0	3
38	2567.jsonl	confirm_selection	easy	6	1	X	3	5	5	2	1	0	1
268	2567.jsonl	confirm_selection	medium	7	1	L	5	8	4	4	1	0	2
21	2567.jsonl	confirm_selection	easy	8	1	T	5	14	4	9	1	1	3
295	2567.jsonl	confirm_selection	medium	9	1	X	3	6	4	5	0	0	1
182	2567.jsonl	confirm_selection	hard	10	1	L	6	15	13	7	2	0	3
163	2567.jsonl	confirm_selection	hard	11	1	I	6	27	7	10	2	0	3
175	2567.jsonl	confirm_selection	hard	12	1	Z	3	9	5	6	2	0	2
270	2567.jsonl	confirm_selection	medium	13	1	Y	3	14	5	10	1	0	4
148	2567.jsonl	confirm_selection	hard	14	1	F	7	20	22	10	2	0	3
122	2567.jsonl	confirm_selection	hard	15	1	V	16	39	15	16	1	0	3
55	2567.jsonl	confirm_selection	easy	16	1	L	3	11	5	7	1	0	2
225	2567.jsonl	confirm_selection	medium	17	1	V	4	19	10	29	2	0	6
8	2567.jsonl	confirm_selection	easy	18	1	T	5	14	8	9	0	1	5
30	2567.jsonl	confirm_selection	easy	19	1	L	4	22	9	10	2	0	3
246	2567.jsonl	confirm_selection	medium	20	1	W	3	5	3	3	1	0	1
138	2568.jsonl	show_gripper	hard	1	1	I	13	22	22	12	3	0	3
173	2568.jsonl	show_gripper	hard	2	1	I	5	9	12	8	1	0	2
73	2568.jsonl	show_gripper	easy	3	1	L	2	5	9	7	1	2	2
190	2568.jsonl	show_gripper	hard	4	1	X	2	6	6	10	2	0	1
278	2568.jsonl	show_gripper	medium	5	1	V	-1	3	4	2	0	0	0
292	2568.jsonl	show_gripper	medium	6	1	X	2	11	10	11	1	1	3
166	2568.jsonl	show_gripper	hard	7	1	X	2	8	6	7	0	1	2
160	2568.jsonl	show_gripper	hard	8	1	F	6	7	14	8	2	0	2
57	2568.jsonl	show_gripper	easy	9	1	Z	1	8	7	5	2	0	2
188	2568.jsonl	show_gripper	hard	10	1	F	1	11	14	13	1	0	5
260	2568.jsonl	show_gripper	medium	11	1	V	2	4	6	4	1	0	2
10	2568.jsonl	show_gripper	easy	12	1	Z	1	5	7	6	1	0	2
3	2568.jsonl	show_gripper	easy	13	1	I	1	3	8	7	2	1	1
84	2568.jsonl	show_gripper	easy	14	1	V	1	4	8	4	0	0	2
261	2568.jsonl	show_gripper	medium	15	1	U	1	7	8	5	3	0	1
70	2568.jsonl	show_gripper	easy	16	1	N	14	16	10	6	1	0	1
243	2568.jsonl	show_gripper	medium	17	1	U	1	6	4	4	0	0	1
271	2568.jsonl	show_gripper	medium	18	1	Y	1	5	9	4	0	0	2
49	2568.jsonl	show_gripper	easy	19	1	N	5	6	9	3	0	0	1
39	2568.jsonl	show_gripper	easy	20	1	T	1	2	5	2	0	0	1
33	2569.jsonl	no_feedback	easy	1	0	V	20	50	3	1	1	0	0
35	2569.jsonl	no_feedback	easy	2	0	P	18	20	2	1	0	0	0
231	2569.jsonl	no_feedback	medium	3	0	Z	7	9	4	1	1	0	0
12	2569.jsonl	no_feedback	easy	4	0	F	9	14	3	2	0	0	1
265	2569.jsonl	no_feedback	medium	5	0	T	21	23	3	1	1	0	0
185	2569.jsonl	no_feedback	hard	6	0	N	4	6	4	1	1	0	0
192	2569.jsonl	no_feedback	hard	7	0	U	5	7	5	1	0	0	0
168	2569.jsonl	no_feedback	hard	8	0	W	4	5	3	1	1	0	0
201	2569.jsonl	no_feedback	medium	9	0	Z	5	8	3	1	0	0	1
230	2569.jsonl	no_feedback	medium	10	0	V	4	5	3	1	0	0	0
52	2569.jsonl	no_feedback	easy	11	0	N	5	7	2	1	1	0	0
5	2569.jsonl	no_feedback	easy	12	0	N	3	4	3	1	1	0	0
284	2569.jsonl	no_feedback	medium	13	1	X	4	6	2	1	1	0	0
147	2569.jsonl	no_feedback	hard	14	0	N	2	5	8	1	1	0	0
122	2569.jsonl	no_feedback	hard	15	0	V	4	5	1	1	0	0	0
95	2569.jsonl	no_feedback	easy	16	1	F	4	7	2	1	0	0	1
81	2569.jsonl	no_feedback	easy	17	0	P	3	4	1	1	0	0	0
291	2569.jsonl	no_feedback	medium	18	1	T	3	5	1	1	1	0	0
7	2569.jsonl	no_feedback	easy	19	0	Y	5	9	3	2	0	0	2
193	2569.jsonl	no_feedback	hard	20	1	T	7	13	2	2	0	0	0
136	2570.jsonl	no_feedback	hard	1	1	V	11	30	9	8	1	1	2
188	2571.jsonl	feedback	hard	1	1	F	19	102	11	15	2	2	2
226	2571.jsonl	feedback	medium	2	1	Z	14	72	13	13	3	1	3
185	2571.jsonl	feedback	hard	3	1	N	11	250	16	31	3	1	6
116	2571.jsonl	feedback	hard	4	1	Z	7	41	5	9	2	0	1
23	2571.jsonl	feedback	easy	5	1	L	6	24	7	5	0	2	1
287	2571.jsonl	feedback	medium	6	1	Z	7	19	8	10	1	0	3
48	2571.jsonl	feedback	easy	7	1	L	4	48	9	13	1	0	3
252	2571.jsonl	feedback	medium	8	1	X	4	11	21	5	1	0	1
84	2571.jsonl	feedback	easy	9	1	V	6	28	7	6	0	0	2
56	2571.jsonl	feedback	easy	10	1	P	5	16	8	9	2	0	1
75	2571.jsonl	feedback	easy	11	0	V	3	23	21	5	1	1	1
109	2571.jsonl	feedback	hard	12	0	P	8	43	14	21	3	0	4
147	2571.jsonl	feedback	hard	13	1	N	6	26	6	11	1	0	3
296	2571.jsonl	feedback	medium	14	1	U	7	16	7	10	2	0	2
207	2571.jsonl	feedback	medium	15	1	T	6	46	16	11	3	0	2
76	2571.jsonl	feedback	easy	16	1	I	4	58	7	13	4	0	3
90	2571.jsonl	feedback	easy	17	1	V	6	35	8	14	2	1	2
39	2571.jsonl	feedback	easy	18	1	T	3	18	6	12	2	0	3
263	2571.jsonl	feedback	medium	19	1	X	2	21	10	13	1	0	3
124	2571.jsonl	feedback	hard	20	1	N	6	20	7	9	0	0	3
34	2572.jsonl	confirm_selection	easy	1	1	U	18	32	4	6	0	0	3
41	2572.jsonl	confirm_selection	easy	2	1	I	10	22	3	3	2	0	1
226	2572.jsonl	confirm_selection	medium	3	1	Z	11	33	5	8	3	0	1
195	2572.jsonl	confirm_selection	hard	4	1	X	5	18	7	9	1	1	1
60	2572.jsonl	confirm_selection	easy	5	1	W	4	20	10	5	0	0	2
196	2572.jsonl	confirm_selection	hard	6	1	U	5	23	9	8	1	0	1
40	2572.jsonl	confirm_selection	easy	7	1	I	10	30	20	9	4	0	2
222	2572.jsonl	confirm_selection	medium	8	1	X	4	15	5	7	1	0	3
220	2572.jsonl	confirm_selection	medium	9	1	Y	7	22	17	8	1	2	2
121	2572.jsonl	confirm_selection	hard	10	1	Y	11	48	5	16	2	0	3
174	2572.jsonl	confirm_selection	hard	11	1	F	3	29	7	13	2	1	3
241	2572.jsonl	confirm_selection	medium	12	1	P	2	31	12	14	3	0	3
254	2572.jsonl	confirm_selection	medium	13	1	N	3	16	5	9	2	1	1
262	2572.jsonl	confirm_selection	medium	14	1	V	9	31	10	17	4	2	2
197	2572.jsonl	confirm_selection	hard	15	1	N	7	20	17	7	2	0	2
33	2572.jsonl	confirm_selection	easy	16	1	V	4	9	12	4	2	0	0
54	2572.jsonl	confirm_selection	easy	17	1	T	3	37	18	19	4	0	4
8	2572.jsonl	confirm_selection	easy	18	1	T	4	21	12	10	0	0	5
80	2572.jsonl	confirm_selection	easy	19	1	Y	5	27	8	13	1	1	3
124	2572.jsonl	confirm_selection	hard	20	1	N	5	26	8	15	3	1	3
78	2573.jsonl	show_gripper	easy	1	1	P	5	39	9	18	3	0	4
85	2573.jsonl	show_gripper	easy	2	1	T	2	10	7	10	2	0	2
39	2573.jsonl	show_gripper	easy	3	1	T	2	10	10	12	2	1	2
122	2573.jsonl	show_gripper	hard	4	1	V	3	33	24	18	2	0	3
22	2573.jsonl	show_gripper	easy	5	1	W	3	16	11	10	1	1	3
133	2573.jsonl	show_gripper	hard	6	1	P	3	8	8	7	2	0	2
19	2573.jsonl	show_gripper	easy	7	1	N	2	16	9	8	1	0	3
175	2573.jsonl	show_gripper	hard	8	0	Z	3	10	3	9	0	0	1
22	2573.jsonl	show_gripper	easy	9	1	W	9	17	7	6	0	0	4
132	2573.jsonl	show_gripper	hard	10	1	I	3	17	10	13	2	1	3
203	2573.jsonl	show_gripper	medium	11	1	P	4	9	9	6	1	0	2
74	2573.jsonl	show_gripper	easy	12	1	I	3	7	5	4	1	0	2
139	2573.jsonl	show_gripper	hard	13	1	V	2	12	13	8	1	0	3
150	2573.jsonl	show_gripper	hard	14	1	Z	2	13	8	9	3	1	1
214	2573.jsonl	show_gripper	medium	15	1	X	2	15	12	9	2	2	2
217	2573.jsonl	show_gripper	medium	16	1	T	2	9	14	6	1	0	3
294	2573.jsonl	show_gripper	medium	17	1	Z	1	9	9	6	2	0	1
52	2573.jsonl	show_gripper	easy	18	1	N	1	10	8	5	1	0	2
202	2573.jsonl	show_gripper	medium	19	1	Y	2	18	13	11	3	0	3
222	2573.jsonl	show_gripper	medium	20	1	X	2	13	6	8	2	0	2
63	2581.jsonl	no_feedback	easy	1	1	L	10	16	4	2	0	0	0
266	2581.jsonl	no_feedback	medium	2	1	W	5	10	6	2	0	1	1
74	2581.jsonl	no_feedback	easy	3	1	I	2	8	3	3	2	0	1
48	2581.jsonl	no_feedback	easy	4	0	L	3	14	8	7	0	0	1
213	2581.jsonl	no_feedback	medium	5	1	W	31	35	2	2	0	0	1
298	2581.jsonl	no_feedback	medium	6	1	L	9	40	5	12	4	0	2
177	2581.jsonl	no_feedback	hard	7	1	L	7	16	6	11	1	0	3
233	2581.jsonl	no_feedback	medium	8	1	Z	4	13	7	7	1	0	2
75	2581.jsonl	no_feedback	easy	9	1	V	4	17	9	10	2	0	3
98	2581.jsonl	no_feedback	easy	10	1	U	3	11	3	3	1	0	1
289	2581.jsonl	no_feedback	medium	11	1	T	4	12	13	10	0	0	3
126	2581.jsonl	no_feedback	hard	12	1	W	3	21	10	8	3	0	2
61	2581.jsonl	no_feedback	easy	13	1	Y	3	22	12	18	4	0	5
124	2581.jsonl	no_feedback	hard	14	1	N	4	18	8	12	2	0	2
156	2581.jsonl	no_feedback	hard	15	1	I	2	20	13	14	4	0	4
35	2581.jsonl	no_feedback	easy	16	1	P	4	30	8	11	1	0	2
122	2581.jsonl	no_feedback	hard	17	1	V	3	15	6	8	1	0	1
96	2581.jsonl	no_feedback	easy	18	1	V	3	27	14	13	6	0	2
174	2581.jsonl	no_feedback	hard	19	1	F	3	20	12	13	2	0	5
219	2581.jsonl	no_feedback	medium	20	1	P	2	30	6	15	3	0	4
219	2587.jsonl	feedback	medium	1	1	P	20	62	7	11	2	0	3
190	2587.jsonl	feedback	hard	2	1	X	6	35	5	5	2	0	2
196	2587.jsonl	feedback	hard	3	1	U	13	54	7	16	0	1	3
225	2587.jsonl	feedback	medium	4	1	V	6	49	8	18	3	0	3
192	2587.jsonl	feedback	hard	5	1	U	10	52	7	16	3	2	3
50	2587.jsonl	feedback	easy	6	1	V	11	38	9	16	3	0	3
96	2587.jsonl	feedback	easy	7	1	V	11	39	21	18	5	0	5
36	2587.jsonl	feedback	easy	8	1	Z	7	22	16	10	4	0	3
25	2587.jsonl	feedback	easy	9	1	N	8	67	14	20	4	0	6
288	2587.jsonl	feedback	medium	10	1	Z	5	28	10	13	5	0	3
255	2587.jsonl	feedback	medium	11	1	I	8	32	7	6	1	0	2
24	2587.jsonl	feedback	easy	12	1	U	11	74	20	26	8	0	6
163	2587.jsonl	feedback	hard	13	1	I	12	86	9	24	8	1	5
97	2587.jsonl	feedback	easy	14	1	N	12	41	17	9	1	1	2
145	2587.jsonl	feedback	hard	15	1	N	6	82	8	19	3	0	5
71	2587.jsonl	feedback	easy	16	1	Z	4	8	2	3	1	1	1
174	2587.jsonl	feedback	hard	17	1	F	5	34	6	19	7	0	5
253	2587.jsonl	feedback	medium	18	1	Z	10	42	7	17	4	1	4
83	2587.jsonl	feedback	easy	19	1	N	2	8	4	5	0	1	1
267	2587.jsonl	feedback	medium	20	1	Y	2	6	4	2	0	0	2
240	2588.jsonl	confirm_selection	medium	1	1	Z	18	35	3	7	1	0	1
99	2588.jsonl	confirm_selection	easy	2	1	L	5	22	3	10	0	0	2
197	2588.jsonl	confirm_selection	hard	3	1	N	7	46	7	22	1	0	4
241	2588.jsonl	confirm_selection	medium	4	1	P	4	39	8	8	1	0	2
59	2588.jsonl	confirm_selection	easy	5	1	X	3	15	3	8	2	0	1
178	2588.jsonl	confirm_selection	hard	6	1	U	5	52	14	28	3	0	7
82	2588.jsonl	confirm_selection	easy	7	1	V	4	27	2	4	2	0	1
294	2588.jsonl	confirm_selection	medium	8	1	Z	3	46	5	20	2	0	5
78	2588.jsonl	confirm_selection	easy	9	1	P	4	38	6	17	3	1	4
111	2588.jsonl	confirm_selection	hard	10	1	Z	6	135	33	41	6	0	12
55	2588.jsonl	confirm_selection	easy	11	1	L	5	21	5	11	2	1	1
229	2588.jsonl	confirm_selection	medium	12	1	Z	4	33	6	19	2	0	5
79	2588.jsonl	confirm_selection	easy	13	1	P	4	23	12	11	2	0	1
38	2588.jsonl	confirm_selection	easy	14	1	X	4	11	3	8	2	0	1
156	2588.jsonl	confirm_selection	hard	15	1	I	4	44	11	19	3	1	5
113	2588.jsonl	confirm_selection	hard	16	1	N	7	28	12	15	3	0	4
214	2588.jsonl	confirm_selection	medium	17	1	X	4	10	12	5	0	0	1
254	2588.jsonl	confirm_selection	medium	18	1	N	4	12	6	13	3	0	2
141	2588.jsonl	confirm_selection	hard	19	1	N	4	38	10	21	1	0	5
54	2588.jsonl	confirm_selection	easy	20	1	T	3	22	6	15	2	0	2
293	2591.jsonl	show_gripper	medium	1	1	N	10	13	33	13	0	0	2
280	2591.jsonl	show_gripper	medium	2	1	I	5	6	35	12	1	1	1
241	2591.jsonl	show_gripper	medium	3	1	P	10	15	22	11	2	1	1
50	2591.jsonl	show_gripper	easy	4	1	V	7	8	20	8	2	0	1
194	2591.jsonl	show_gripper	hard	5	1	Y	5	7	38	14	1	0	3
20	2591.jsonl	show_gripper	easy	6	1	X	3	10	11	7	0	0	1
86	2591.jsonl	show_gripper	easy	7	1	T	4	10	5	3	1	0	1
222	2591.jsonl	show_gripper	medium	8	1	X	3	8	14	6	1	0	2
125	2591.jsonl	show_gripper	hard	9	1	L	5	7	27	8	1	0	2
163	2591.jsonl	show_gripper	hard	10	1	I	6	8	22	7	1	1	1
30	2591.jsonl	show_gripper	easy	11	1	L	5	7	25	7	2	0	2
24	2591.jsonl	show_gripper	easy	12	1	U	3	6	24	6	0	1	2
66	2591.jsonl	show_gripper	easy	13	1	T	3	9	12	2	1	0	1
189	2591.jsonl	show_gripper	hard	14	1	F	2	4	17	6	0	2	1
233	2591.jsonl	show_gripper	medium	15	1	Z	3	8	15	3	1	0	1
179	2591.jsonl	show_gripper	hard	16	1	F	7	9	25	13	2	0	2
103	2591.jsonl	show_gripper	hard	17	1	T	6	12	21	6	2	1	1
285	2591.jsonl	show_gripper	medium	18	1	X	6	9	5	2	0	0	1
28	2591.jsonl	show_gripper	easy	19	1	Y	2	5	15	7	1	0	1
15	2591.jsonl	show_gripper	easy	20	1	L	2	4	8	3	0	1	1
258	2593.jsonl	no_feedback	medium	1	1	U	32	53	14	10	0	0	2
202	2593.jsonl	no_feedback	medium	2	0	Y	11	32	10	7	1	0	2
84	2593.jsonl	no_feedback	easy	3	1	V	6	12	5	7	1	0	2
257	2593.jsonl	no_feedback	medium	4	0	W	4	18	23	9	1	3	1
87	2593.jsonl	no_feedback	easy	5	1	I	3	18	8	3	2	0	1
172	2593.jsonl	no_feedback	hard	6	1	Z	7	24	7	14	2	0	4
152	2593.jsonl	no_feedback	hard	7	1	F	4	7	4	6	2	0	1
198	2593.jsonl	no_feedback	hard	8	1	Y	7	22	12	12	5	0	2
91	2593.jsonl	no_feedback	easy	9	1	W	2	6	2	4	2	0	1
70	2593.jsonl	no_feedback	easy	10	1	N	7	18	5	10	1	0	2
34	2593.jsonl	no_feedback	easy	11	1	U	2	5	8	3	0	0	2
197	2593.jsonl	no_feedback	hard	12	1	N	4	17	4	10	1	1	3
44	2593.jsonl	no_feedback	easy	13	1	U	3	8	6	5	0	0	0
17	2593.jsonl	no_feedback	easy	14	1	F	6	21	16	10	3	0	2
249	2593.jsonl	no_feedback	medium	15	1	P	14	28	20	9	3	0	3
262	2593.jsonl	no_feedback	medium	16	1	V	3	13	9	8	2	1	3
171	2593.jsonl	no_feedback	hard	17	1	F	4	47	16	14	4	0	3
206	2593.jsonl	no_feedback	medium	18	1	X	8	19	7	11	0	0	1
154	2593.jsonl	no_feedback	hard	19	1	V	5	23	6	11	1	0	2
74	2593.jsonl	no_feedback	easy	20	1	I	3	8	2	4	2	0	1
69	2594.jsonl	feedback	easy	1	1	X	6	11	7	3	1	0	0
28	2594.jsonl	feedback	easy	2	1	Y	8	32	16	6	1	0	2
97	2594.jsonl	feedback	easy	3	0	N	6	18	5	4	0	0	0
220	2594.jsonl	feedback	medium	4	1	Y	5	22	8	6	2	0	2
166	2594.jsonl	feedback	hard	5	0	X	4	10	5	2	0	0	0
35	2594.jsonl	feedback	easy	6	1	P	14	30	4	7	2	0	1
73	2594.jsonl	feedback	easy	7	1	L	7	24	5	6	0	0	2
260	2594.jsonl	feedback	medium	8	0	V	4	17	6	4	1	0	2
110	2594.jsonl	feedback	hard	9	0	N	5	14	3	4	1	1	1
205	2594.jsonl	feedback	medium	10	1	W	6	22	5	6	4	0	1
144	2594.jsonl	feedback	hard	11	1	T	8	32	7	7	2	3	1
5	2594.jsonl	feedback	easy	12	1	N	6	22	25	6	2	1	2
181	2594.jsonl	feedback	hard	13	1	W	9	30	5	7	1	0	3
29	2594.jsonl	feedback	easy	14	1	P	5	16	4	5	2	1	1
196	2594.jsonl	feedback	hard	15	0	U	3	21	26	6	1	0	3
216	2594.jsonl	feedback	medium	16	1	Y	7	29	13	7	2	0	2
130	2594.jsonl	feedback	hard	17	1	L	6	51	11	8	1	2	0
49	2594.jsonl	feedback	easy	18	1	N	9	29	11	7	1	1	1
292	2594.jsonl	feedback	medium	19	1	X	9	36	8	12	3	0	4
226	2594.jsonl	feedback	medium	20	1	Z	19	49	6	10	2	0	1
31	2598.jsonl	confirm_selection	easy	1	1	Y	14	30	11	20	3	1	3
21	2598.jsonl	confirm_selection	easy	2	1	T	6	22	8	19	2	0	3
169	2598.jsonl	confirm_selection	hard	3	1	Z	4	11	3	11	2	0	2
43	2598.jsonl	confirm_selection	easy	4	1	T	2	17	10	13	2	0	4
190	2598.jsonl	confirm_selection	hard	5	1	X	6	16	6	12	3	1	2
32	2598.jsonl	confirm_selection	easy	6	1	N	2	12	7	6	1	1	2
150	2598.jsonl	confirm_selection	hard	7	1	Z	2	7	5	3	2	0	1
277	2598.jsonl	confirm_selection	medium	8	1	N	9	21	19	13	2	0	3
165	2598.jsonl	confirm_selection	hard	9	1	V	2	10	4	3	1	0	1
35	2598.jsonl	confirm_selection	easy	10	1	P	5	21	4	10	4	0	2
291	2598.jsonl	confirm_selection	medium	11	1	T	2	3	3	1	1	0	0
24	2598.jsonl	confirm_selection	easy	12	1	U	2	6	4	7	1	1	1
243	2598.jsonl	confirm_selection	medium	13	1	U	2	6	3	2	0	0	0
234	2598.jsonl	confirm_selection	medium	14	1	P	3	7	4	2	2	0	0
27	2598.jsonl	confirm_selection	easy	15	1	U	3	8	4	3	2	0	1
264	2598.jsonl	confirm_selection	medium	16	1	V	2	6	3	3	2	0	1
175	2598.jsonl	confirm_selection	hard	17	1	Z	1	3	13	2	1	0	0
255	2598.jsonl	confirm_selection	medium	18	1	I	2	8	4	2	0	0	0
33	2598.jsonl	confirm_selection	easy	19	1	V	1	5	5	4	0	0	1
161	2598.jsonl	confirm_selection	hard	20	1	N	7	15	7	5	1	1	1
33	2599.jsonl	show_gripper	easy	1	1	V	9	25	11	5	2	0	2
178	2599.jsonl	show_gripper	hard	2	1	U	5	13	6	8	1	0	3
257	2599.jsonl	show_gripper	medium	3	1	W	6	16	6	8	1	0	3
215	2599.jsonl	show_gripper	medium	4	1	U	18	24	9	8	0	0	3
203	2599.jsonl	show_gripper	medium	5	1	P	2	7	8	4	1	0	2
210	2599.jsonl	show_gripper	medium	6	1	X	4	11	17	6	0	0	2
158	2599.jsonl	show_gripper	hard	7	1	Z	12	24	9	6	2	1	2
147	2599.jsonl	show_gripper	hard	8	1	N	6	22	10	10	1	0	4
44	2599.jsonl	show_gripper	easy	9	1	U	4	10	11	8	0	0	3
16	2599.jsonl	show_gripper	easy	10	1	I	5	17	8	5	2	0	2
187	2599.jsonl	show_gripper	hard	11	1	F	10	20	13	12	1	0	4
232	2599.jsonl	show_gripper	medium	12	1	L	4	30	11	16	3	0	4
213	2599.jsonl	show_gripper	medium	13	1	W	4	13	6	4	2	0	2
51	2599.jsonl	show_gripper	easy	14	1	N	5	18	13	9	2	0	3
43	2599.jsonl	show_gripper	easy	15	1	T	4	17	12	9	1	0	3
15	2599.jsonl	show_gripper	easy	16	1	L	4	14	7	6	2	0	2
10	2599.jsonl	show_gripper	easy	17	1	Z	2	11	10	9	0	0	4
90	2599.jsonl	show_gripper	easy	18	1	V	5	25	12	11	2	0	2
133	2599.jsonl	show_gripper	hard	19	1	P	4	12	7	8	1	0	3
186	2599.jsonl	show_gripper	hard	20	1	X	4	11	11	5	2	1	1

